"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
274849,"December 31, 2014",Missouri,Springfield,N/A,0,1,N/A
272130,"December 31, 2014",Mississippi,Nettleton,N/A,0,1,N/A
271885,"December 31, 2014",Maryland,Baltimore,"4700 block of Shamrock Avenue",0,1,N/A
271883,"December 31, 2014",Maryland,Baltimore,"5600 block of Harford Road",0,1,N/A
271878,"December 31, 2014",Illinois,Chicago,"8600 block of South Racine",0,1,N/A
272404,"December 31, 2014",Michigan,Ypsilanti,"900 block of N. Congress Stree",0,0,N/A
271875,"December 31, 2014",Maryland,"Capitol Heights","800 block of Balsamtree Drive",1,0,N/A
274821,"December 31, 2014",Missouri,"Kansas City","4200 block of Woodland Avenue",1,0,N/A
271873,"December 31, 2014",Florida,Orlando,"200 block of Garden Cove Ct",0,1,N/A
271892,"December 31, 2014",Florida,Miami,"69th Street and 6th Court",1,0,N/A
271866,"December 31, 2014",Maryland,Dundalk,"200 block of Baltimore Avenue",0,0,N/A
272942,"December 31, 2014",Colorado,Denver,"East Fifth Avenue and Alton Way",1,0,N/A
272805,"December 31, 2014",Florida,Orlando,"Americana Blvd and San Antonio Ave",0,1,N/A
272383,"December 31, 2014",Ohio,Elyria,"800 block of Allen Street",0,0,N/A
272863,"December 31, 2014",Maryland,"Capitol Heights (Fairmount Heights)","800 block of Balsamtree Dr",1,0,N/A
271836,"December 31, 2014",Tennessee,Chattanooga,"Arlington Avenue",0,0,N/A
271829,"December 31, 2014",Florida,Lauderhill,"3135 West Broward Boulevard",0,2,N/A
272974,"December 31, 2014",Wyoming,Evansville,"700 block of Rawhide Rd",0,0,N/A
297572,"December 31, 2014",Massachusetts,Waltham,"Clocktower Drive",0,0,N/A
276691,"December 31, 2014",Texas,"San Antonio","7999 Potranco Road",0,0,N/A
272315,"December 31, 2014",Texas,Dallas,"4000 block of Penelope St.",0,1,N/A
273263,"December 31, 2014",California,Stockton,"2300 block of East Lindsay Street",0,0,N/A
272444,"December 31, 2014",Kansas,"Overland Park","8300 block of Kessler",1,0,N/A
272232,"December 31, 2014","Rhode Island",Warwick,"Route 2 and East Avenue",0,0,N/A
272439,"December 31, 2014",Montana,Missoula,"North Reserve Street and West Broadway",1,0,N/A
272263,"December 31, 2014","New York",Buffalo,"Moselle Street",0,1,N/A
272253,"December 31, 2014",Indiana,Indianapolis,"1600 block of Tibbs Avenue",0,0,N/A
272254,"December 31, 2014","New York",Niagara,"Miller Road",0,1,N/A
272221,"December 31, 2014","South Carolina",Pelzer,"Smythe Street",0,1,N/A
272247,"December 31, 2014","New York",Buffalo,"Moeller Street and Bailey Avenue",0,0,N/A
291511,"December 31, 2014",Virginia,Petersburg,"8000 block of Vaughan Rd",1,0,N/A
272207,"December 31, 2014",Texas,Dallas,"1500 block of Kingsley Dr.",1,0,N/A
271768,"December 31, 2014",Connecticut,Hartford,"1545 Main Street",1,0,N/A
271749,"December 31, 2014",Tennessee,Memphis,"3600 block of Pleasant Hollow Court",0,1,N/A
283699,"December 31, 2014",Colorado,Aurora,"South De Gaulle Street and East Alexander Drive",0,0,N/A
272553,"December 31, 2014",California,"Diamond Springs","500 block of Arlette Lane",0,1,N/A
272900,"December 31, 2014","New Jersey",Pleasantville,"Treemont Avenue",0,0,N/A
271745,"December 31, 2014","West Virginia",Huntington,N/A,0,0,N/A
275629,"December 31, 2014",Vermont,Brattleboro,"Auger Hole Rd",0,0,N/A
273662,"December 31, 2014",Louisiana,"New Orleans","Bullard Avenue and Dwyer Road",0,0,N/A
276134,"December 31, 2014",Florida,Tallahassee,"Seminole Drive",1,1,N/A
271824,"December 31, 2014",Virginia,Petersburg,"2000 block of Ferndale Avenue",1,1,N/A
272878,"December 31, 2014",Missouri,"Kansas City","1303 E. 82nd Terrace",1,0,N/A
271731,"December 31, 2014",Virginia,Norfolk,"900 block of Hullview Avenue",0,1,N/A
273204,"December 31, 2014",Ohio,Warren,"Logan Avenue and South Street",0,0,N/A
272126,"December 31, 2014","North Carolina",Durham,"1100 block of Linwood Avenue",0,3,N/A
272033,"December 31, 2014",Wisconsin,Racine,"3600 block of 10th Avenue",0,0,N/A
272057,"December 31, 2014",Alabama,Decatur,"1400 block of Riverview Avenue",0,1,N/A
272861,"December 31, 2014",Florida,"Riviera Beach","1201 3rd Street West",0,1,N/A
272089,"December 31, 2014",Mississippi,Meridian,"2700 block of 17th Street",0,1,N/A
272272,"December 31, 2014","New York",Clarence,"Lakestone Court",0,0,N/A
272086,"December 31, 2014","North Carolina",Wilmington,"Metting Road and Darlington Avenue",0,0,N/A
274549,"December 31, 2014",Wisconsin,Waupun,"Milligan Road",0,0,N/A
271719,"December 31, 2014",Virginia,Stuart,"Boaz Pond Ln",1,0,N/A
272346,"December 31, 2014",Ohio,Massillon,"1753 Oak Trail St NE",1,0,N/A
274918,"December 31, 2014",Alabama,Montgomery,"1700 block of Yarborough Street",1,0,N/A
273542,"December 31, 2014","New Mexico",Roswell,N/A,0,0,N/A
271880,"December 31, 2014",Illinois,Chicago,"8000 Stony Island Ave",1,0,N/A
304603,"December 31, 2014",Indiana,"East Chicago","4700 block of Tod Avenue",0,0,N/A
283475,"December 31, 2014",Michigan,Flint,"Prospect Street",0,0,N/A
273117,"December 31, 2014","South Carolina","Rock Hill","E. Main Street",0,0,N/A
272733,"December 31, 2014",Indiana,"Terre Haute","1600 block of Blaine Avenue",0,0,N/A
274965,"December 31, 2014","New Jersey",Westampton,"Burlington-Mount Holly Road",0,0,N/A
278757,"December 31, 2014",Mississippi,Jackson,"1326 Country Club Drive",0,1,N/A
272322,"December 31, 2014",Michigan,Detroit,"4000 block of University Place",2,0,N/A
271919,"December 31, 2014",California,"Los Angeles","81st Street and Western Avenue",1,2,N/A
273085,"December 31, 2014",Tennessee,Memphis,"East Person Avenue",0,0,N/A
271984,"December 31, 2014",California,Pasadena,"300 block of West Washington Boulevard",0,0,N/A
273251,"December 31, 2014",California,Porterville,"100 block of North Martin Street",0,0,N/A
273081,"December 31, 2014",Arkansas,"Little Rock","7200 Colonel Glenn Road",0,1,N/A
271595,"December 31, 2014",Ohio,Toledo,"Mulberry and Noble",0,1,N/A
379247,"December 31, 2014",Washington,Seattle,"7003 California Avenue Southwest",0,0,N/A
277950,"December 31, 2014",Virginia,Roanoke,"Salem Tpke and 24th Street NW",0,1,N/A
272337,"December 31, 2014",Louisiana,"New Orleans","S Derbigny St and Martin Luther King Blvd",0,1,N/A
272335,"December 31, 2014",Louisiana,"New Orleans","Curran Rd and Shorewood Blvd",0,1,N/A
272036,"December 31, 2014",Illinois,Pekin,"200 block of Derby Street",0,1,N/A
272331,"December 31, 2014",Texas,Katy,"2200 block of Highland Knolls Dr",0,1,N/A
272144,"December 31, 2014","North Carolina",Lumberton,"1300 block of Furman Drive",1,0,N/A
271723,"December 31, 2014",Kentucky,Louisville,"42nd St and Larkwood Ave",0,1,N/A
273436,"December 31, 2014",California,"Los Angeles","6100 block of Wilton Place",1,0,N/A
272083,"December 31, 2014",Mississippi,Picayune,"E 3rd St and N Jackson Ave",0,0,N/A
272006,"December 31, 2014",Kentucky,"Olive Hill","22544 W US-60",1,0,N/A
271756,"December 31, 2014",Kentucky,Louisville,"5100 block of Rangoon Way",1,0,N/A
272629,"December 31, 2014",Georgia,LaGrange,"800 block of Greenville Street",0,1,N/A
272013,"December 31, 2014",Florida,Tampa,"10165 N Malcolm McKinley Dr",0,1,N/A
272613,"December 31, 2014",Michigan,Flint,"Colorado Avenue",0,0,N/A
271932,"December 31, 2014",Ohio,Toronto,"Township Rd 242 and Austin Lake Rd",1,0,N/A
272768,"December 31, 2014",Florida,Miami,N/A,0,0,N/A
271582,"December 31, 2014",Indiana,Commiskey,"7000 block of S County Rd 750 W",0,1,N/A
271978,"December 31, 2014",California,"San Francisco","Jerrold Avenue and Toland Street",0,0,N/A
272024,"December 31, 2014",Tennessee,Memphis,"1000 block of River Isle Cove",0,1,N/A
273342,"December 31, 2014",Maryland,Baltimore,"2100 block of Ashburton",0,0,N/A
272746,"December 31, 2014",Texas,Navasota,N/A,0,1,N/A
271962,"December 31, 2014",Arizona,Glendale,"5100 W. Peoria Avenue",0,3,N/A
271959,"December 31, 2014",Arizona,Mesa,"Alma School and Baseline Road",1,1,N/A
272538,"December 31, 2014",California,Fresno,"Elm and Jensen Avenue",1,1,N/A
272536,"December 31, 2014",California,Fresno,"Tyler Avenue",0,0,N/A
271943,"December 31, 2014",Illinois,Chicago,"8800 block of South Wood Street",0,1,N/A
272500,"December 31, 2014",Ohio,Cincinnati,"Vine Street and Clinton Springs Avenue",0,0,N/A
381995,"December 31, 2014",Illinois,Rantoul,N/A,0,0,N/A
275839,"December 31, 2014",Indiana,"Sullivan (county)",N/A,0,1,N/A
312937,"December 31, 2014",Texas,Laredo,"5900 block of McPherson Rd.",0,0,N/A
271956,"December 31, 2014",Washington,Seattle,"4200 block of South Eddy Street",0,0,N/A
277094,"December 31, 2014",Washington,Seattle,"7700 block of 46th Avenue South",0,0,N/A
271928,"December 31, 2014",California,Compton,"Compton and Willowbrook",0,1,N/A
271905,"December 31, 2014",Texas,"San Antonio","North San Horacio",0,0,N/A
271957,"December 31, 2014",Washington,Seattle,"Renton Avenue South and South Kenyon Street",1,0,N/A
272623,"December 31, 2014",Georgia,Temple,"Bryan Miller Rd",1,0,N/A
276313,"December 31, 2014",Washington,Renton,"10415 S.E. 174th St",0,1,N/A
272059,"December 31, 2014",Virginia,Hampton,"50 block of Phelps Cir",0,1,N/A
271863,"December 31, 2014",Florida,"Saint Petersburg","12000 Fourth St. N.",1,1,N/A
274300,"December 31, 2014",Wyoming,Casper,"Custer and De Smet",0,0,N/A
272425,"December 31, 2014",Colorado,Westminster,"7700 block of Zenobia Court",0,1,N/A
273060,"December 31, 2014","South Carolina","Little River","Sea Mountain Hwy",0,0,N/A
272418,"December 30, 2014",Oklahoma,Tulsa,"Mingo Road and 11th Street",0,1,N/A
271395,"December 30, 2014",Missouri,"Kansas City","39th Street and South Benton Avenue",0,1,N/A
275797,"December 30, 2014",Missouri,"Kansas City","1400 block of West Hamilton Street",0,0,N/A
272953,"December 30, 2014",Colorado,Pueblo,N/A,0,1,N/A
272400,"December 30, 2014","New Mexico",Albuquerque,"West Glen Drive",0,1,N/A
283403,"December 30, 2014","North Carolina",Aurora,"Marys Chapel Church Rd",0,0,N/A
395988,"December 30, 2014",Idaho,Caldwell,"500 block of East Ithaca Street",0,0,N/A
272378,"December 30, 2014",Louisiana,"New Orleans","Pauger and North Villere streets",0,1,N/A
271766,"December 30, 2014",Connecticut,"New Britain","Yeaton St",1,0,N/A
272341,"December 30, 2014",Pennsylvania,"Upper Darby","Garrett Rd and Shadeland Ave",1,0,N/A
272339,"December 30, 2014",Missouri,"Saint Louis","4100 block of North Euclid",0,0,N/A
279441,"December 30, 2014",California,"Los Angeles","1300 block of Reliance Street",0,1,N/A
271710,"December 30, 2014",Virginia,Richmond,"5800 block of Orcutt Lane",1,0,N/A
271202,"December 30, 2014",Virginia,Norfolk,"6350 North Newtown Road",0,1,N/A
271339,"December 30, 2014","North Dakota",Mott,N/A,0,0,N/A
272301,"December 30, 2014",Indiana,"South Bend","500 block of South Kaley Street",0,0,N/A
271736,"December 30, 2014","New York",Farmingdale,"294 Route 109",0,1,N/A
284002,"December 30, 2014",Texas,"College Station","2327 Arrington Rd",0,0,N/A
279404,"December 30, 2014",Georgia,Macon,"1600 block of Sherrill Drive",0,1,N/A
271316,"December 30, 2014","North Dakota",Fargo,"900 block of North Pacific Avenue",0,0,N/A
271475,"December 30, 2014","New York",Brooklyn,"712 Chauncey Street",1,0,N/A
271040,"December 30, 2014",Indiana,Indianapolis,"800 block of North Lasalle Street",1,0,N/A
271775,"December 30, 2014",Arkansas,Sherwood,"East Main Street",0,0,N/A
276683,"December 30, 2014",California,"Santa Maria","Jones Street and Bradley Road",1,0,N/A
272194,"December 30, 2014",Maryland,Baltimore,"3100 block of Greenmount Ave",1,0,N/A
272919,"December 30, 2014",Missouri,"Saint Louis","1400 block of Cochran Place",0,1,N/A
272349,"December 30, 2014",Louisiana,Thibodaux,LA-20,1,0,N/A
271249,"December 30, 2014",Alabama,Alabaster,"5th Avenue Southeast",0,1,N/A
271740,"December 30, 2014",Georgia,Valdosta,"Schroer Drive",0,0,N/A
271795,"December 30, 2014","New York",Danby,"127 Hornbrook Rd",1,0,N/A
271743,"December 30, 2014",Alabama,Dothan,"295 Jerry Dr",1,0,N/A
272880,"December 30, 2014",Delaware,Milford,"1000 block of N. Walnut St.",0,0,N/A
814796,"December 30, 2014",Georgia,Macon,N/A,0,0,N/A
272117,"December 30, 2014","North Carolina",Fayetteville,"Fuller Street",0,0,N/A
271694,"December 30, 2014",Wisconsin,Milwaukee,"4200 block of W. Nash St",1,0,N/A
273188,"December 30, 2014",Ohio,Cincinnati,"California Avenue and Reading Road",0,1,N/A
271254,"December 30, 2014",Texas,Houston,N/A,0,1,N/A
271697,"December 30, 2014",Tennessee,Chattanooga,"East 41st Street",0,0,N/A
271687,"December 30, 2014",Wisconsin,Milwaukee,"1300 block of S. 12th St",0,1,N/A
272325,"December 30, 2014","New York",Brooklyn,"940 Gates Avenue",0,1,N/A
271822,"December 30, 2014",Virginia,Petersburg,"Slagle Avenue",1,0,N/A
271189,"December 30, 2014",Tennessee,Jackson,"Weatherford Square",0,1,N/A
271676,"December 30, 2014",Tennessee,Memphis,N/A,0,0,N/A
271436,"December 30, 2014","New Hampshire",Dover,"789 Central Avenue",2,0,N/A
271692,"December 30, 2014",Tennessee,Chattanooga,"West 38th Street",0,1,N/A
342135,"December 30, 2014",Georgia,"Stone Mountain","Allgood Road",1,0,N/A
271076,"December 30, 2014",Georgia,Conyers,"Mill Crest Walk",1,0,N/A
284000,"December 30, 2014","South Dakota","Sioux Falls","700 block of S. Summit Avenue",0,0,N/A
271012,"December 30, 2014","South Carolina","Myrtle Beach","3rd Avenue S. and Highway 15",0,1,N/A
271652,"December 30, 2014",Arizona,Phoenix,"N 43rd Ave and W Cactus Rd",0,2,N/A
271870,"December 30, 2014",Tennessee,Clinton,"2688 Dutch Valley Rd",1,0,N/A
271889,"December 30, 2014","New Jersey",Bridgeton,"Henry Street and South Avenue",1,0,N/A
271646,"December 30, 2014",Arizona,Tempe,"Rural Rd and Southern Ave",1,0,N/A
271119,"December 30, 2014",Ohio,Sharonville,"2300 East Kemper Road",0,2,N/A
271220,"December 30, 2014",Florida,Kissimmee,"4101 Pleasant Hill Road",0,1,N/A
271590,"December 30, 2014",Georgia,Marietta,"901 Joy Road",0,0,N/A
271535,"December 30, 2014",Texas,Houston,"South Post Oak and West Bellfort",0,0,N/A
271147,"December 30, 2014",Florida,Leesburg,"28229 Florida 33 off U.S. Highway 27",0,0,N/A
284045,"December 30, 2014",California,Stockton,"500 block of W. Clay Street",0,1,N/A
271090,"December 30, 2014",Idaho,Hayden,"550 W Honeysuckle Ave",1,0,N/A
271205,"December 30, 2014",Alabama,Montgomery,"2100 block of East South Boulevard",0,1,N/A
272186,"December 30, 2014","District of Columbia",Washington,"5393 Chillum Pl NE",0,1,N/A
271576,"December 30, 2014",Illinois,Chicago,"9000 block of South Ada Street",0,1,N/A
273058,"December 30, 2014",Alabama,Arab,"Cranford Road",0,1,N/A
272639,"December 30, 2014","South Carolina",Beaufort,"Castle Rock Road",0,0,N/A
271574,"December 30, 2014",Illinois,Chicago,"7500 block of South Cottage Grove",0,1,N/A
272183,"December 30, 2014","District of Columbia",Washington,"3500 block of Stanton Rd SE",0,1,N/A
271819,"December 30, 2014",Florida,"Key West","Palm Dr",0,0,N/A
271243,"December 30, 2014",Kentucky,Louisville,"3112 Dumensil St",1,0,N/A
271761,"December 30, 2014",Kentucky,Lexington,"Honey Jay Ct",0,0,N/A
271059,"December 30, 2014",Arkansas,Prescott,N/A,1,0,N/A
271531,"December 30, 2014",Texas,Katy,"Highland Knolls Dr and S Mason Rd",0,1,N/A
271046,"December 30, 2014",Wisconsin,Milwaukee,"4200 block of Sherman Boulevard",0,2,N/A
272914,"December 30, 2014",Florida,Kissimmee,"710 Lucaya Dr",0,1,N/A
284562,"December 30, 2014",Florida,"West Palm Beach","2300 Caroma Lane",1,0,N/A
271968,"December 30, 2014",California,Fresno,"Cornell and Blackstone Avenue",0,0,N/A
271543,"December 30, 2014",California,"Beverly Hills","100 block of S. Clark Drive",0,0,N/A
273042,"December 30, 2014",Alabama,Huntsville,"Bridge Road and Mountain Park Circle",1,0,N/A
271935,"December 30, 2014",Ohio,Akron,"Brittain Road and East Tallmadge Avenue",0,0,N/A
284926,"December 30, 2014",Texas,Houston,"John Ralston Rd",0,1,N/A
272397,"December 30, 2014",Illinois,Kankakee,N/A,0,0,N/A
272365,"December 30, 2014",Louisiana,"La Place (Laplace)","100 block of W 3rd St",0,1,N/A
272352,"December 30, 2014",Pennsylvania,Pittsburgh,"Taft Ave and Climax St",0,1,N/A
271302,"December 30, 2014","North Carolina",Salemburg,"200 block of Lakewood School Rd",1,0,N/A
271267,"December 30, 2014",Texas,"San Antonio","7500 block of Windsor Oaks",1,0,N/A
271508,"December 30, 2014",Kansas,Wichita,"2400 block of North Fairview",0,1,N/A
271525,"December 30, 2014",Texas,Dayton,"FM 1409 and County Road 460",0,1,N/A
272434,"December 30, 2014",Missouri,"Jefferson City","400 block of East Dunklin",0,0,N/A
283408,"December 30, 2014","North Carolina",Ayden,"New Street",0,0,N/A
283405,"December 30, 2014","North Carolina",Hubert,"Oregon Trail",0,0,N/A
272432,"December 30, 2014",Minnesota,Fridley,"East River Road and Island Park Drive",0,1,N/A
283400,"December 30, 2014","North Carolina",Greenville,"Dunhaven Drive",0,0,N/A
271310,"December 30, 2014","North Carolina",Kinston,"802 West Washington Avenue",0,0,N/A
271443,"December 30, 2014",Massachusetts,Roxbury,"244 Humboldt Avenue",0,0,N/A
272966,"December 30, 2014",Iowa,Davenport,"3000 block of Heatherton Drive",0,0,N/A
271891,"December 30, 2014",Pennsylvania,Hazleton,"800 block of West Ninth Street",0,0,N/A
270762,"December 29, 2014",Massachusetts,Springfield,"Taylor Street",0,0,N/A
272812,"December 29, 2014",Florida,Rockledge,"S Fisk Blvd and Virginia Ave",1,0,N/A
272413,"December 29, 2014",Oklahoma,"Oklahoma City","1500 block of SE 44th Street",1,0,N/A
270934,"December 29, 2014","District of Columbia",Washington,"600 block of Division Ave NE",1,0,N/A
271410,"December 29, 2014",Kansas,Haysville,"7800 block of South Broadway",1,0,N/A
270704,"December 29, 2014",Pennsylvania,Philadelphia,"2500 block of North Orianna Street",0,1,N/A
270684,"December 29, 2014",Louisiana,"New Orleans","First and Clara streets",0,2,N/A
272384,"December 29, 2014",Missouri,"Saint Louis","2nd Street",0,1,N/A
271851,"December 29, 2014",Florida,Clearwater,"910 Woodlawn St.",1,0,N/A
271363,"December 29, 2014",Louisiana,"New Orleans","Poydras and Bolivar",0,4,N/A
272376,"December 29, 2014",Louisiana,"New Orleans","1400 block of Kerlerec Street",1,0,N/A
275265,"December 29, 2014",Minnesota,Bemidji,"200 block of Dewey Avenue SW",0,0,N/A
272360,"December 29, 2014",Missouri,"Saint Louis","3600 block of Wyoming Street",0,1,N/A
271840,"December 29, 2014",Florida,"Saint Augustine","173 Summerhill Cir",2,0,N/A
270923,"December 29, 2014",Minnesota,Moorhead,"924 Main Avenue",0,0,N/A
271361,"December 29, 2014",Louisiana,"New Orleans","3200 block of Ptolemy Street",1,0,N/A
271418,"December 29, 2014",Missouri,"Saint Louis","4200 block of West Farlin",0,1,N/A
271322,"December 29, 2014",Louisiana,"New Orleans","700 block of Bienville Street",0,0,N/A
271765,"December 29, 2014",Massachusetts,Lowell,"46 Richardson Street",0,0,N/A
270984,"December 29, 2014",Texas,Dallas,"2900 block of Peavy Rd.",0,2,N/A
271280,"December 29, 2014",Alabama,Odenville,"200 block of Pleasant Valley Road",1,0,N/A
271805,"December 29, 2014",Arkansas,Sherwood,"17413 Batesville Pike",1,0,N/A
271276,"December 29, 2014",Alabama,Anniston,"1400 block of Morrisville Road",0,1,N/A
270585,"December 29, 2014",Kentucky,Richmond,"Wayne Drive",1,0,N/A
270693,"December 29, 2014","North Carolina",Charlotte,"3600 block of Wheatley Avenue",1,0,N/A
271422,"December 29, 2014",Illinois,Venice,"1200 block of Oriole",1,0,N/A
272142,"December 29, 2014",Pennsylvania,Philadelphia,"2600 block of Palethorp Street",0,1,N/A
272910,"December 29, 2014",Florida,"Winter Springs","5216 Red Bug Lake Rd",0,0,N/A
272114,"December 29, 2014","New Jersey",Millville,"100 block of Whitall Avenue",0,1,N/A
271208,"December 29, 2014",Indiana,Indianapolis,"1551 North Illinois Street",0,1,N/A
1435417,"December 29, 2014",Maryland,"District Heights","Stoney Meadows Dr and Regency Pky",0,1,N/A
271199,"December 29, 2014",Alabama,Safford,N/A,1,0,N/A
272837,"December 29, 2014",Virginia,Woodbridge,"1600 block of Carter Lane",0,0,N/A
270536,"December 29, 2014",Florida,Tampa,"3720 East Clifton St.",0,2,N/A
271192,"December 29, 2014",Michigan,Martin,"9th St and 122nd Ave",0,0,N/A
270711,"December 29, 2014","North Carolina",Charlotte,"4400 block of Sharon Road",0,1,N/A
270495,"December 29, 2014",Georgia,Macon,"600 block of Pio Nono Ave",0,0,N/A
277871,"December 29, 2014",Arkansas,"Pine Bluff",N/A,0,1,N/A
272120,"December 29, 2014",Mississippi,Natchez,"Prentiss Street",1,0,N/A
271031,"December 29, 2014",Indiana,Plymouth,"1500 Pilgrim Ln",0,1,N/A
271170,"December 29, 2014",Michigan,Inkster,"Beech and Harriet",1,0,N/A
271660,"December 29, 2014",Alaska,Anchorage,"7000 block of Foxridge Way",0,1,N/A
272078,"December 29, 2014",Illinois,"Poplar Grove","300 block of Talladega Dr SW",0,0,N/A
271037,"December 29, 2014",Indiana,"Fort Wayne","600 block of McKinnie Avenue",1,0,N/A
272968,"December 29, 2014",Minnesota,Minneapolis,"12500 block of 50th Ave N",2,0,N/A
270596,"December 29, 2014",Indiana,Indianapolis,"3100 block of East 10th Street",1,0,N/A
270496,"December 29, 2014",Georgia,Lagrange,"300 block of Colquitt Avenue",0,1,N/A
271145,"December 29, 2014",Ohio,Columbus,"1300 block of Melrose Avenue",0,1,N/A
271136,"December 29, 2014",California,Seaside,"Military Avenue and Fremont Boulevard",1,1,N/A
271097,"December 29, 2014",Illinois,Chicago,"4000 block of North Clark Street",0,1,N/A
271109,"December 29, 2014",California,Oakland,"1800 block of Embarcadero",0,1,N/A
271100,"December 29, 2014",Illinois,Chicago,"500 block of North Springfield Avenue",0,1,N/A
271095,"December 29, 2014",Florida,Tallahassee,"800 block of Dover Street",1,0,N/A
270604,"December 29, 2014",Indiana,"South Bend","2200 block of Roger St",0,0,N/A
270557,"December 29, 2014","West Virginia",Charleston,"Greenwood Ave",1,1,N/A
271504,"December 29, 2014",Kansas,Wichita,"47th and Hydraulic",0,0,N/A
272257,"December 29, 2014","New Jersey","Egg Harbor City","2 Buffalo Ave",0,1,N/A
271571,"December 29, 2014",Tennessee,Maryville,"2410 U.S. Highway 411 S",0,0,N/A
273423,"December 29, 2014",Connecticut,"New Haven","181-183 Fairfield Street",0,0,N/A
270449,"December 29, 2014",Ohio,Cincinnati,"Queen City and Richter",0,1,N/A
271064,"December 29, 2014",Wisconsin,Milwaukee,"11th and Atkinson",0,1,N/A
271062,"December 29, 2014",Wisconsin,Milwaukee,"6800 block of W. Villard Avenue.",0,1,N/A
271054,"December 29, 2014",Wisconsin,Milwaukee,"4300 block of W. Fond du Lac Avenue",0,1,N/A
270442,"December 29, 2014",Michigan,"Grand Rapids","Eastern Avenue SE and Thomas Street",0,1,N/A
271045,"December 29, 2014",Wisconsin,Marshfield,"1800 block of South Schmidt Avenue",0,0,N/A
270843,"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury St",1,0,N/A
270372,"December 29, 2014",Texas,Houston,"Karbach St and Dacoma St",0,1,N/A
271900,"December 29, 2014",Texas,"San Antonio","5900 block of Stoney Creek",1,0,N/A
271547,"December 29, 2014",California,Paradise,"200 block of Good View Drive",1,0,N/A
271545,"December 29, 2014",California,"Long Beach","20th Street and Atlantic Avenue",0,1,N/A
271541,"December 29, 2014",California,Emeryville,"1700 Powell Street",0,1,N/A
272239,"December 29, 2014",Georgia,Atlanta,"1624 Norman Dr",1,0,N/A
270411,"December 29, 2014",Arizona,Phoenix,"7th Avenue and Indian School Road",0,1,N/A
270997,"December 29, 2014",Oregon,Portland,"SE 119th and Market Street",0,0,N/A
271295,"December 29, 2014",Alabama,Huntsville,"3115 Hale Dr SW",2,0,N/A
284008,"December 29, 2014",Georgia,Athens,N/A,0,1,N/A
270962,"December 29, 2014",Texas,Houston,"600 block of Turner",1,0,N/A
272181,"December 29, 2014","District of Columbia",Washington,"4920 Nannie Helen Burroughs Ave NE",0,1,N/A
271029,"December 29, 2014",Georgia,Decatur,"100 block of Pine Tree Cir",1,0,N/A
275526,"December 29, 2014",Vermont,Vergennes,"43 East Street",0,0,N/A
271126,"December 29, 2014",California,Sacramento,"4700 block of 50th Ave",1,0,N/A
284034,"December 29, 2014",Ohio,Cincinnati,"12th Street and Main Street",0,0,N/A
272151,"December 29, 2014",Pennsylvania,Braddock,"1100 block of Rebecca Ave",1,2,N/A
271106,"December 29, 2014",California,Berkeley,"1941 San Pablo Avenue",1,1,N/A
271752,"December 29, 2014",Maine,"Farmington (Chesterville)","Zions Hill Road",0,0,N/A
270926,"December 29, 2014","New York",Brooklyn,"29 McClancy Place",1,1,N/A
279904,"December 29, 2014",Florida,Ocala,"2851 NE 7th St",1,0,N/A
270808,"December 29, 2014","New York",Rochester,"Hillcrest Street",0,1,N/A
272428,"December 29, 2014",Minnesota,"Saint Paul","200 block of McKnight Road",0,0,N/A
270906,"December 29, 2014",Vermont,Milton,"Lamoille Terrace",0,0,N/A
270784,"December 29, 2014","North Carolina",Durham,"Meriwether Drive",0,0,N/A
270810,"December 29, 2014","North Carolina",Burlington,"300 block of Key Street",0,0,N/A
270916,"December 29, 2014",Missouri,Wellston,"Wellston Place and Rockbrook Avenue",1,0,N/A
271483,"December 29, 2014","New York",Brooklyn,N/A,0,0,N/A
270799,"December 29, 2014",Colorado,Westminster,"10900 block of Gray Circle",0,1,N/A
270708,"December 29, 2014",Oklahoma,Tulsa,"16th and S. 129th E. Avenue",1,0,N/A
271412,"December 29, 2014",Missouri,"Saint Louis","4100 block of Enright",1,0,N/A
270771,"December 28, 2014",Massachusetts,Springfield,"475 St James Avenue",0,0,N/A
270706,"December 28, 2014",Pennsylvania,"New Castle","50 block of Kenneth Ave",1,0,N/A
270320,"December 28, 2014",Florida,Jacksonville,"McDuff Avenue and McQuade Road",1,0,N/A
270315,"December 28, 2014",Florida,Apopka,"Hawthorne Avenue",0,1,N/A
729541,"December 28, 2014",Texas,Houston,"6600 Block of Harbor Town Drive",0,0,N/A
270312,"December 28, 2014",Indiana,"South Bend","W. Western and Falcon St.",0,0,N/A
270128,"December 28, 2014",Missouri,"Kansas City","151 East 13th Street",1,0,N/A
270308,"December 28, 2014",Illinois,Rockford,"Independence Avenue and Auburn",0,0,N/A
270718,"December 28, 2014",Pennsylvania,Bensalem,"1000 block of Bobolink Drive",0,1,N/A
270307,"December 28, 2014",Illinois,Rockford,"400 block of Oakley Avenue",0,0,N/A
270503,"December 28, 2014",Pennsylvania,Daisytown,"McGirts Road",1,0,N/A
270305,"December 28, 2014",Illinois,Rockford,"Auburn and North Horseman",0,0,N/A
271187,"December 28, 2014",Michigan,Flint,"Mohawk Avenue and Cherokee Avenue",0,1,N/A
270300,"December 28, 2014",Colorado,"Colorado Springs","700 block of North Nevada Avenue",0,0,N/A
